book_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
7960,Juliet Marillier,2001,"Child of the Prophecy (Sevenwaters, #3)",eng,4.11,15142,87,591,3278,6378,6544
7961,"Marion Zimmer Bradley, Diana L. Paxson",2000,"Priestess of Avalon (Avalon, #4)",en-US,4.03,13823,117,606,3401,5072,5390
7962,Tara Sue Me,2012,"The Submissive (Submissive, #1)",eng,3.97,14069,410,957,3346,5299,6055
7963,Michel Houellebecq,2001,Platform,eng,3.79,9024,290,838,2975,4939,3029
7964,Jonah Berger,2013,Contagious: Why Things Catch On,eng,3.88,11287,258,705,3086,4801,3751
7965,Terry McMillan,1989,Disappearing Acts,eng,4.21,11309,73,346,2091,3693,5379
7966,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2001,"Fruits Basket, Vol. 7",en-US,4.41,16111,126,317,2010,4165,9686
7967,"Joe Navarro, Marvin Karlins",2008,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,eng,3.9,10204,159,636,2867,4525,3439
7968,Nora Roberts,1996,Finding the Dream (Dream Trilogy #3),eng,4.06,16408,81,594,4177,6505,6649
7969,Lauren Willig,2004,"The Secret History of the Pink Carnation (Pink Carnation, #1)",en-US,3.69,17367,739,1678,4894,6333,4759
7970,Annie Proulx,1999,Close Range,en-US,3.99,11107,249,534,2407,4943,4148
7971,"Stephen Sondheim, Hugh Wheeler, Christopher Godfrey Bond",1974,Sweeney Todd: The Demon Barber of Fleet Street,eng,4.17,12850,354,553,1984,3665,6409
7972,Kristin Hannah,2002,Distant Shores,unknown,3.7,12174,242,1126,4686,5425,3219
7973,Tammara Webber,2011,"Where You Are (Between the Lines, #2)",eng,3.94,18402,228,816,4437,7565,5609
7974,"Shūsaku Endō, William Johnston",1966,Silence,eng,4.1,11917,117,587,2534,5828,5508
7975,Rachel Ward,2008,"Numbers (Numbers, #1)",eng,3.46,16717,1280,2720,5745,5822,4346
7976,J.D. Robb,2002,"Reunion in Death (In Death, #14)",eng,4.33,16688,43,211,2550,7337,9545
7977,Philip Yancey,1977,Where Is God When It Hurts?,en-GB,4.22,9972,134,275,1654,3674,4944
7978,Jacqueline Winspear,2010,"The Mapping of Love and Death (Maisie Dobbs, #7)",en-US,4.19,14010,95,259,2183,7016,6002
7979,Bruce Springsteen,2016,Born to Run,eng,4.18,14276,352,547,2436,6292,7711
7980,Wednesday Martin,2015,Primates of Park Avenue,eng,3.05,9210,833,2199,4481,2639,885
7981,Tamora Pierce,2002,"Cold Fire (The Circle Opens, #3)",eng,4.05,17424,108,760,4166,6379,6927
7982,Nora Roberts,1994,Hidden Riches,en-US,3.97,12871,120,647,3687,4990,4903
7983,Nalini Singh,2007,Visions of Heat (Psy-Changeling #2),eng,4.13,22754,116,787,4781,9848,10010
7984,Margot Lee Shetterly,2016,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,eng,3.92,19947,497,1461,5611,9595,8048
7985,Robert Greene,2001,The Art of Seduction,eng,4.05,10100,272,642,2154,3592,4866
7986,Jacqueline Carey,2007,"Kushiel's Justice (Imriel's Trilogy, #2)",eng,4.24,14422,83,393,2469,5424,7218
7987,Iain M. Banks,2012,The Hydrogen Sonata (Culture #10),eng,4.15,10964,83,373,2175,5980,5196
7988,Joseph Boyden,2013,The Orenda,eng,4.24,10830,139,360,1538,4546,5644
7989,R.J. Palacio,2014,The Julian Chapter (Wonder Story),eng,4.31,10437,144,351,1867,4942,7696
7990,John Locke,1689,An Essay Concerning Human Understanding,unknown,3.82,11456,196,865,3359,4049,3488
7991,Agatha Christie,1969,"Hallowe'en Party (Hercule Poirot, #36)",eng,3.66,14932,239,1457,6398,6729,3754
7992,Sara Shepard,2011,"Never Have I Ever (The Lying Game, #2)",eng,4.03,15419,148,712,3579,5983,6020
7993,Brandon Sanderson,2016,"Secret History (Mistborn, #3.5)",eng,4.38,12796,30,191,1573,4535,7095
7994,"Gary Chapman, D. Ross Campbell",1995,The Five Love Languages of Children,unknown,4.21,9744,97,350,1998,4476,5592
7995,Alexander McCall Smith,2004,"The Sunday Philosophy Club (Isabel Dalhousie, #1)",en-US,3.36,14279,745,2358,5879,5102,2304
7996,J.D. Robb,2004,"Visions in Death (In Death, #19)",eng,4.33,16888,30,210,2482,6831,9305
7997,"Henry James, Michael Cunningham",1880,Washington Square,unknown,3.67,12071,353,1214,4407,5626,3011
7998,"Carl R. Rogers, Peter D. Kramer",1961,On Becoming a Person: A Therapist's View of Psychotherapy,unknown,4.11,9988,220,423,1817,3476,4434
7999,Kristen Proby,2013,"Safe with Me (With Me in Seattle, #5)",eng,4.37,21643,111,381,2690,8041,12679
8000,Matt Ridley,1993,The Red Queen: Sex and the Evolution of Human Nature,en-US,4.02,11437,222,565,2301,4467,4378
8001,J.M. Darhower,2014,"Monster in His Eyes (Monster in His Eyes, #1)",eng,4.21,18999,395,865,3062,7254,10560
8002,Mary Higgins Clark,2008,Where Are You Now?,en-US,3.77,12550,137,854,4580,5586,3377
8003,David Baldacci,2013,"Day of Doom (The 39 Clues: Cahills vs. Vespers, #6)",eng,4.13,11699,349,655,2142,2811,6051
8004,"Masami Tsuda, Darcy Lockman, Jack Niida",1996,"Kare Kano: His and Her Circumstances, Vol. 1",en-US,3.96,12863,495,978,2695,3203,5638
8005,Anne Bishop,2015,"Vision in Silver (The Others, #3)",eng,4.27,15605,85,424,2504,6980,8763
8006,"James Patterson, Marshall Karp",2015,"NYPD Red 3 (NYPD Red, #3)",unknown,4.03,6798,105,387,2553,5071,4005
8007,Howard Jacobson,2010,The Finkler Question,eng,2.76,9627,1887,3046,3909,2466,754
8008,J.D. Robb,2003,"Imitation in Death (In Death, #17)",en-US,4.34,17318,38,185,2572,7282,9789
8009,Iris Rainer Dart,1985,Beaches,eng,4.14,12362,149,514,2356,4088,5563
8010,David Almond,1998,"Skellig (Skellig, #1)",eng,3.77,13778,532,1402,4050,5720,4733
8011,David Hume,1748,An Enquiry Concerning Human Understanding,eng,3.9,11646,263,809,3193,4551,4328
8012,Mary Higgins Clark,2007,I Heard That Song Before,eng,3.81,12611,134,839,4312,5285,3722
8013,B.J. Novak,2014,The Book with No Pictures,eng,4.34,13984,336,434,1549,3909,8320
8014,Maxwell Maltz,1960,"Psycho-Cybernetics, A New Way to Get More Living Out of Life",unknown,4.2,10652,195,452,1768,3172,5535
8015,Amitav Ghosh,2004,The Hungry Tide,eng,3.91,9722,114,505,2647,4816,3003
8016,Mary Lawson,2002,Crow Lake,eng,3.85,12220,143,663,3565,5961,3283
8017,Catherine Ryan Hyde,2011,Don't Let Me Go,en-US,4.13,4911,115,353,1930,4711,4438
8018,Leslie Marmon Silko,1977,Ceremony,en-US,3.73,11547,516,1266,3440,4437,3898
8019,Toni Morrison,2011,Home,unknown,3.71,11180,224,977,4090,5396,2791
8020,"Brian K. Vaughan, Cliff Chiang, Matthew Wilson",2016,"Paper Girls, Vol. 1 (Paper Girls, #1)",eng,3.87,23858,987,1235,5089,9546,7360
8021,Deborah Ellis,2000,"The Breadwinner (The Breadwinner, #1)",eng,3.93,11816,277,753,3090,5280,4472
8022,Robyn Carr,2013,"The Wanderer (Thunder Point, #1)",eng,3.95,11256,272,652,3014,5265,4461
8023,Stephen Clarke,2004,A Year in the Merde,en-US,3.54,10319,405,1381,3888,4246,2296
8024,Dorothea Benton Frank,2014,The Hurricane Sisters,eng,3.49,10793,455,1533,4513,4279,2309
8025,"Frantz Fanon, Jean-Paul Sartre, Richard Philcox, Homi K. Bhabha",1961,The Wretched of the Earth,eng,4.16,11142,192,461,1952,4189,5439
8026,Clive Cussler,1984,"Deep Six (Dirk Pitt, #7)",en-US,3.88,13100,61,505,4055,5687,3617
8027,"Bruce H. Wilkinson, David Kopp",2001,Secrets of the Vine: Breaking Through to Abundance,en-US,4.13,10040,181,507,1909,2901,4764
8028,"Anne Frank, Susan Massotty",1960,Anne Frank's Tales from the Secret Annex,unknown,4.23,10587,289,452,1628,2895,5971
8029,Robert Jackson Bennett,2014,"City of Stairs (The Divine Cities, #1)",eng,4.13,11863,209,446,2103,6096,5432
8030,Mary Higgins Clark,1980,The Cradle Will Fall,unknown,3.89,14370,93,695,4504,5996,4378
8031,Bruce Coville,1994,"Into the Land of the Unicorns (Unicorn Chronicles, #1)",en-US,4.04,14976,202,727,3468,4983,6195
8032,"Lauren Henderson, Chris Manby, Sarah Mlynowski, Jill A. Davis, Stella Duffy, Lisa Jewell, Marian Keyes, Sophie Kinsella, Adèle Lang, Carole Matthews, Anna Maxted, Megan McCafferty, Alisa Valdes, Isabel Wolff, Meg Cabot, Jessica Adams, Louise Bagshawe, Emily Barr, Jenny Colgan, Lynda Curnyn, Jennifer Weiner",2004,Girls' Night In,eng,3.61,11485,421,1235,3719,3194,2990
8033,"Irvin D. Yalom, Nicola Ferguson",2001,The Gift of Therapy: An Open Letter to a New Generation of Therapists and Their Patients,unknown,4.22,9569,161,354,1554,3600,5148
8034,Seth Godin,2005,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,en-US,3.88,9068,276,616,2271,3518,3174
8035,C.S. Friedman,1991,"Black Sun Rising (The Coldfire Trilogy, #1)",en-US,3.93,13994,327,1014,3305,5406,5233
8036,David R. Gillham,2012,City of Women,unknown,3.8,11676,262,814,3316,5794,3098
8037,Molière,1666,The Misanthrope,eng,3.78,12994,240,1049,4133,5200,3813
8038,David Eddings,1984,"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",eng,4.26,11755,105,411,1759,3518,6007
8039,Alice Walker,1989,The Temple of My Familiar,eng,4.05,11471,191,540,2534,4177,4745
8040,J.R. Ward,2011,"Envy (Fallen Angels, #3)",eng,4.21,15836,137,515,2981,6881,8375
8041,Veronica Roth,2014,"The Son (Divergent, #0.3)",eng,4.11,11370,135,594,3113,5025,6312
8042,Lisa Kleypas,2008,"Seduce Me at Sunrise (The Hathaways, #2)",eng,4.1,22167,139,815,4572,9348,9073
8043,Jennifer L. Armentrout,2016,The Problem with Forever,eng,4.0,17394,340,1143,4070,7525,7475
8044,Jennifer Niven,2016,Holding Up the Universe,eng,3.93,19504,367,1321,5240,9441,7312
8045,Sarah Vowell,2000,Take the Cannoli,unknown,3.86,10235,176,642,3151,5088,3273
8046,Daniel H. Pink,2012,To Sell Is Human: The Surprising Truth About Moving Others,unknown,3.89,9858,207,629,2726,4569,3295
8047,James D. Watson,1968,The Double Helix,eng,3.87,11415,278,769,3208,4823,3919
8048,Jamie Oliver,2006,Cook with Jamie,eng,4.05,10592,167,457,2268,3788,4211
8049,"Brian Herbert, Kevin J. Anderson",2000,House Harkonnen (Prelude to Dune #2),eng,3.63,11890,542,1230,3796,4349,3110
8050,Sherrilyn Kenyon,2009,Dream Warrior (Dream-Hunter #4; Dark-Hunter #17),eng,4.21,12404,98,617,3608,7024,9549
8051,Tracy Kidder,2000,Strength in What Remains: A Journey of Remembrance and Forgiveness,eng,4.01,11833,130,455,2619,5469,4062
8052,"Shoichi Aoki, Mark Sanders, Shoich Aoki",2001,FRUiTS,en-US,3.94,9397,324,787,2043,2233,4010
8053,James Herriot,1981,The Lord God Made Them All,en-US,4.39,12510,36,144,1950,5631,8768
8054,Louise Rennison,2005,"Then He Ate My Boy Entrancers (Confessions of Georgia Nicolson, #6)",eng,4.09,14737,150,629,3467,5622,6639
8055,Arnold Lobel,1987,The Frog and Toad Treasury: Frog and Toad are Friends/Frog and Toad Together/Frog and Toad All Year  (Frog and Toad #1-3),unknown,4.4,13214,112,313,1900,3320,8558
8056,"Haruki Murakami, Jay Rubin",2009,"1Q84 #1-2 (1Q84, #1-2)",eng,4.07,8342,196,588,2153,5079,4772
8057,"Mary Westmacott, Agatha Christie",1944,Absent In The Spring,eng,4.14,9787,131,393,1955,2915,4577
8058,Kristen Ashley,2011,"Rock Chick Reckoning (Rock Chick, #6)",eng,4.44,24641,84,387,2378,7757,14389
8059,Lynda Mullaly Hunt,2015,Fish in a Tree,eng,4.28,15582,252,433,2043,5752,8401
8060,Debbie Macomber,2012,The Inn at Rose Harbor (Rose Harbor #1),eng,3.93,13001,226,808,3879,5717,5015
8061,Fiona Carnarvon,2011,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,eng,3.61,12235,361,1172,4793,5363,2642
8062,S.M. Stirling,2004,"Dies the Fire (Emberverse, #1)",eng,3.92,11912,487,874,2427,4515,4628
8063,Rachel Abbott,2015,"Stranger Child (DCI Tom Douglas, #4)",eng,4.18,11856,199,463,2010,4843,6026
8064,"Bethany McLean, Peter Elkind",2003,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,unknown,4.14,10525,92,282,1885,4634,4335
8065,Jacqueline Woodson,2016,Another Brooklyn,eng,3.87,13176,262,859,3372,6333,3974
8066,John Shors,2004,Beneath a Marble Sky,eng,3.99,11427,208,628,2401,4798,4187
8067,"Douglas Preston, Lincoln Child",1996,Mount Dragon,unknown,3.91,12656,91,653,3762,5404,4030
8068,"Brian Coffey, Dean Koontz",1977,The Face of Fear,eng,3.8,13345,152,952,4280,4431,3924
8069,Kurt Cobain,2002,Journals,unknown,3.98,10349,241,749,2531,3474,4529
8070,"James Patterson, Michael Ledwidge",2013,"Gone (Michael Bennett, #6)",eng,4.01,10444,150,592,2951,5431,4729
8071,Don DeLillo,2003,Cosmopolis,en-GB,3.22,10099,772,2200,4423,3582,1457
8072,Mary Downing Hahn,1986,Wait Till Helen Comes,eng,4.14,13629,153,556,2993,5033,6709
8073,Adriana Trigiani,2009,Very Valentine,en-US,3.8,13279,225,964,4122,5982,3705
8074,"Bill Willingham, Mark Buckingham, Steve Leialoha, Shawn McManus, Andrew Pepoy",2006,"Fables, Vol. 8: Wolves",eng,4.28,15530,91,257,2071,6051,7325
8075,Maeve Binchy,1982,Light a Penny Candle,eng,3.88,13144,131,673,4060,5615,4068
8076,Christine Feehan,2002,"Dark Demon (Dark, #16)",eng,4.34,15915,114,394,2240,4915,8959
8077,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2011,"The Walking Dead, Vol. 14: No Way Out",eng,4.34,13590,73,237,1670,4977,7153
8078,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Book Two (The Walking Dead #13-24)",eng,4.35,12650,48,195,1480,4622,6612
8079,"Italo Calvino, William Weaver, Ανταίος Χρυσοστομίδης, Ελευθερία Κοψιδά",1965,Cosmicomics,en-US,4.2,10389,106,380,1885,3973,5279
8080,Alice Walker,1992,Possessing the Secret of Joy,unknown,4.06,11748,145,492,2518,4689,4691
8081,Clifford D. Simak,1963,Way Station,eng,4.03,12087,176,573,3228,5802,5337
8082,Rachel Vincent,2010,"My Soul to Keep (Soul Screamers, #3)",eng,4.09,17033,227,725,3530,6090,7282
8083,Henri J.M. Nouwen,1991,The Return of the Prodigal Son: A Story of Homecoming,eng,4.38,10802,124,311,1346,3444,6886
8084,Charles Wheelan,2002,Naked Economics: Undressing the Dismal Science,unknown,4.0,5646,131,484,2238,4749,3552
8085,Tamora Pierce,2000,"Magic Steps (The Circle Opens, #1)",unknown,3.98,17813,123,902,4704,6573,6582
8086,Addison Moore,2012,"Someone to Love (Someone to Love, #1)",en-US,3.74,14747,555,1440,4723,6128,4728
8087,Guy Gavriel Kay,1995,The Lions of Al-Rassan,eng,4.27,13954,159,463,2058,5160,7692
8088,Laura Wiess,2007,Such a Pretty Girl,eng,3.89,13445,346,1029,3291,4279,4842
8089,Aurora Rose Reynolds,2013,"Until Trevor (Until, #2)",eng,4.2,22493,195,763,3826,9588,11171
8090,Judith Krantz,1978,Scruples,eng,3.8,12465,225,910,3845,4163,3784
8091,Sandra Dallas,1997,Prayers for Sale,eng,3.83,13730,181,749,3876,6138,3469
8092,Don Winslow,2010,Savages,eng,3.84,10645,268,821,3222,5266,3553
8093,Dean Koontz,1994,Dark Rivers of the Heart,unknown,3.88,13792,191,807,4011,5336,4363
8094,Elizabeth Berg,1998,What We Keep,eng,3.91,12742,71,475,3529,5719,3526
8095,"Janne Teller, Martin Aitken",2000,Nothing,eng,3.76,9290,753,1367,3181,4863,4659
8096,"A.N. Roquelaure, Anne Rice",1983,Sleeping Beauty Box Set,eng,3.98,9850,625,841,2114,2797,5471
8097,"Brian Azzarello, Eduardo Risso",1999,"100 Bullets, Vol. 1: First Shot, Last Call",eng,3.82,13026,298,985,3368,4614,3852
8098,Karen Miller,2005,"The Awakened Mage (Kingmaker, Kingbreaker, #2)",eng,3.71,12475,359,1134,3888,4672,3353
8099,Madeleine L'Engle,1980,"A Ring of Endless Light (Austin Family, #4)",eng,4.14,15629,150,584,3198,5665,7159
8100,Sara Zarr,2011,How to Save a Life,en-US,3.89,13864,290,808,3388,5511,4338
8101,Matthew Reilly,2009,"The 5 Greatest Warriors (Jack West Jr, #3)",eng,4.24,10772,103,378,1826,4224,5790
8102,J.D. Robb,2016,"Brotherhood in Death (In Death, #42)",eng,4.35,9041,145,307,1726,4923,8088
8103,Mercedes Lackey,1987,"Arrow's Flight (Heralds of Valdemar, #2)",eng,4.13,17226,76,565,3615,6284,7344
8104,"Liz Kessler, Sarah Gibb",2003,"The Tail of Emily Windsnap (Emily Windsnap, #1)",eng,3.89,16453,293,1226,4516,5604,5884
8105,Sarah Hepola,2015,Blackout: Remembering the Things I Drank to Forget,eng,3.96,9165,185,471,2512,5030,3558
8106,John Flanagan,2012,"The Invaders (Brotherband Chronicles, #2)",eng,4.4,13040,74,198,1502,4593,7855
8107,W. Somerset Maugham,1919,The Moon and Sixpence,unknown,4.11,10074,76,453,2351,5245,4937
8108,Joe Hart,2016,"The Last Girl (The Dominion Trilogy, #1)",en-CA,3.77,14487,440,1150,3837,5508,4071
8109,"Neil Gaiman, Mike Dringenberg, Chris Bachalo, Michael Zulli, Kelly Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Parkhouse, Daniel Vozzo, Lee Loughridge, Steve Oliff, Todd Klein, Dave McKean, Sam Kieth",2006,"The Absolute Sandman, Volume One",eng,4.65,13401,72,128,684,2744,10098
8110,Kristen Ashley,2011,"Rock Chick Regret (Rock Chick, #7)",eng,4.55,24846,108,244,1613,6894,16191
8111,Cynthia Voigt,1982,"Dicey's Song (Tillerman Cycle, #2)",eng,3.94,14926,348,816,3573,5623,5323
8112,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",2007,"The Walking Dead, Book Three (The Walking Dead #25-36)",eng,4.43,12384,54,172,1230,3938,7075
8113,Morgan Rice,2012,"A Quest of Heroes (The Sorcerer's Ring, #1)",eng,3.46,12368,1190,1663,3296,3553,3180
8114,"Kōbō Abe, E. Dale Saunders",1962,The Woman in the Dunes,eng,3.91,11467,264,838,3046,5523,4215
8115,"Mario Vargas Llosa, Helen R. Lane",1977,Aunt Julia and the Scriptwriter,eng,3.9,9228,163,660,2947,5075,3539
8116,Victoria Aveyard,2015,"Queen Song (Red Queen, #0.1)",unknown,3.74,12436,746,921,3569,4267,4059
8117,"Warren Ellis, Darick Robertson, Rodney Ramos",1999,"Transmetropolitan, Vol. 3: Year of the Bastard (Transmetropolitan, #3)",eng,4.4,12188,172,292,1255,3786,7530
8118,James  Hankins,2015,The Prettiest One,eng,3.66,10609,406,939,2972,3870,2478
8119,Amy Zhang,2014,Falling into Place,unknown,3.88,12411,307,887,3387,4896,4442
8120,"Sheldon Vanauken, C.S. Lewis",1977,"A Severe Mercy: A Story of Faith, Tragedy and Triumph",en-US,4.32,11207,177,360,1363,3329,6359
8121,Charles C. Mann,2011,1493: Uncovering the New World Columbus Created,en-GB,4.05,10963,238,496,2129,4615,4481
8122,Anna Jean Mayhew,2011,The Dry Grass of August,unknown,3.82,12446,160,722,3615,5921,3061
8123,Linda Sue Park,2012,"Trust No One (The 39 Clues: Cahills vs. Vespers, #5)",eng,4.2,11768,176,377,2219,3295,5933
8124,Colson Whitehead,2010,Zone One,eng,3.25,12370,1015,2302,4488,4284,1756
8125,Jennifer Ashley,2009,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",eng,4.07,19932,556,1068,3819,7596,9121
8126,Stephen Hunter,1993,"Point of Impact (Bob Lee Swagger, #1)",eng,4.26,10318,133,265,1463,4666,5565
8127,J.M. Coetzee,1983,Life and Times of Michael K,unknown,3.85,10647,239,775,3004,4840,3388
8128,Mary Doria Russell,1998,"Children of God (The Sparrow, #2)",eng,4.05,12938,113,557,2685,5856,4798
8129,Kendra Elliot,2014,Vanished (Callahan & McLane #1),eng,4.07,11824,231,484,2231,4989,4727
8130,Jamie Oliver,2007,Jamie at Home: Cook Your Way to the Good Life,unknown,4.09,10588,123,380,2246,3712,4326
8131,Clive Cussler,1973,"The Mediterranean Caper (Dirk Pitt, #2)",eng,3.75,13139,199,997,4703,5454,3619
8132,"Marion Zimmer Bradley, Diana L. Paxson",1993,"The Forest House (Avalon, #2)",eng,3.85,13951,173,894,4272,5825,4213
8133,John Sandford,1999,"Certain Prey (Lucas Davenport, #10)",eng,4.2,12320,49,181,2196,6279,5552
8134,MaryJanice Davidson,2005,"Undead and Unreturnable (Undead, #4)",en-US,3.89,18700,160,958,5811,7202,5941
8135,Jack Campbell,2007,"Fearless (The Lost Fleet, #2)",unknown,3.97,12733,71,481,3313,6537,4075
8136,Sara Donati,2000,"Dawn on a Distant Shore (Wilderness, #2)",en-US,4.19,11461,97,329,2032,5061,5471
8137,Tarryn Fisher,2015,F*ck Love,unknown,4.13,12203,320,749,2434,4958,6819
8138,David Ebershoff,2000,The Danish Girl,eng,3.74,8292,239,927,4006,5842,2970
8139,"Esther Earl, Lori Earl, Wayne Earl, John Green",2014,This Star Won't Go Out: The Life and Words of Esther Grace Earl,eng,4.19,12887,298,636,2151,3958,7003
8140,Aldous Huxley,1958,Brave New World Revisited,en-US,3.93,11073,231,691,2765,4567,4032
8141,"Pauline Réage, Sabine d'Estree",1954,Story of O (Story of O #1),eng,3.34,10922,1129,2193,4235,3781,2721
8142,Robin Hobb,2006,"Forest Mage (Soldier Son, #2)",en-US,3.35,11953,750,2104,4570,3850,2268
8143,Dennis Lehane,1997,"Sacred (Kenzie & Gennaro, #3)",unknown,3.94,12247,63,375,3379,6769,3525
8144,Kendra Elliot,2012,Hidden (Bone Secrets. #1),eng,3.98,8758,251,680,2882,5210,4722
8145,Penelope Douglas,2016,Punk 57,unknown,4.22,12748,260,626,2224,5648,7945
8146,Jack Higgins,1992,"Eye of the Storm (Sean Dillon, #1)",eng,3.96,11724,136,457,2974,4873,3762
8147,Sean Patrick,2013,Nikola Tesla: Imagination and the Man That Invented the 20th Century,eng,3.79,13584,514,1191,3142,4568,4189
8148,Meg Cabot,2006,How to Be Popular,eng,3.54,18568,511,2279,6843,6018,3983
8149,"George Bernard Shaw, Alan Jay Lerner",1956,Pygmalion & My Fair Lady,unknown,4.24,13318,133,380,2146,4225,6576
8150,Mario Puzo,1999,Omerta,eng,3.68,10538,182,898,3724,4151,2422
8151,Elizabeth Norris,2012,"Unraveling (Unraveling, #1)",en-US,3.84,16361,649,1321,4130,5495,5865
8152,Richard Bach,1988,One,unknown,3.94,9349,237,666,2407,3428,3800
8153,Kate DiCamillo,2001,The Tiger Rising,eng,3.78,14832,323,1198,4365,5496,4243
8154,Mercedes Lackey,1990,Magic's Price (Valdemar: Last Herald-Mage #3),eng,4.26,17108,138,503,2703,5466,8749
8155,George R.R. Martin,1998,"The Hedge Knight (The Tales of Dunk and Egg, #1)",eng,4.23,14003,53,194,2064,6132,5943
8156,Agatha Christie,1953,"After the Funeral (Hercule Poirot, #29)",eng,3.84,13569,62,688,5048,6925,3925
8157,"Mark Millar, J.G. Jones, Brian K. Vaughan",2005,Wanted,unknown,3.71,11462,695,1102,2797,3535,3699
8158,"Tsugumi Ohba, Takeshi Obata",2005,"Death Note, Vol. 8: Target (Death Note, #8)",eng,4.27,14494,124,497,2266,4318,7676
8159,"Chris Claremont, John Byrne",1983,X-Men: The Dark Phoenix Saga,eng,4.26,11113,87,349,1803,3995,6001
8160,"Noam Chomsky, Edward S. Herman",1988,Manufacturing Consent: The Political Economy of the Mass Media,eng,4.22,10301,127,332,1556,3936,5036
8161,"Astrid Lindgren, Gerry Bothmer",1948,Pippi in the South Seas,en-US,4.1,13911,213,553,3072,4735,6368
8162,Horace Walpole,1764,The Castle of Otranto,eng,3.18,12921,766,3006,6662,3899,1748
8163,Cormac McCarthy,1968,Outer Dark,unknown,3.88,9172,117,552,2737,4989,2851
8164,Kresley Cole,2013,"Endless Knight (The Arcana Chronicles, #2)",eng,4.39,14677,151,388,1945,5415,10166
8165,Gene Wolfe,1994,Shadow & Claw (The Book of the New Sun #1-2),eng,4.04,11282,382,919,2124,3759,5582
8166,Julia Pierpont,2015,Among the Ten Thousand Things,eng,2.84,8458,1083,2630,3554,1658,788
8167,Hunter S. Thompson,1979,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",en-US,4.07,9953,35,287,2210,4543,3677
8168,"Anne Sexton, Maxine Kumin",1981,The Complete Poems,en-US,4.28,11888,117,303,1680,4089,6075
8169,Kim Stanley Robinson,2012,2312,eng,3.43,10042,675,1648,3688,3975,2111
8170,Sharon M. Draper,1994,"Tears of a Tiger (Hazelwood High, #1)",eng,4.16,11266,266,583,1875,3293,5764
8171,James Rollins,2009,Altar of Eden,en-US,4.01,12250,124,567,3092,5420,4682
8172,Bisco Hatori,2003,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",eng,4.46,14350,78,239,1618,3607,8962
8173,"Michael Buckley, Peter Ferguson",2006,"The Problem Child (The Sisters Grimm, #3)",en-US,4.27,15353,109,343,2459,5366,7854
8174,David Hackett Fischer,2003,Washington's Crossing,eng,4.11,10445,226,493,1905,3593,4776
8175,Salman Rushdie,2005,Shalimar the Clown,eng,3.86,10396,200,707,2670,4514,3140
8176,"Waris Dirie, Cathleen Miller",1998,Desert Flower,eng,4.09,9609,84,477,2437,5078,4824
8177,Eric S. Nylund,2003,Halo: First Strike,en-GB,4.12,9670,55,352,1978,4010,4153
8178,Natasha Preston,2013,"Broken Silence (Silence, #2)",eng,4.14,8280,189,603,2243,3971,5770
8179,"Tom Peters, Robert H. Waterman Jr.",1982,In Search of Excellence: Lessons from America's Best-Run Companies,unknown,3.91,9469,267,636,2254,3544,3420
8180,"James Patterson, Emily Raymond",2013,First Love,unknown,3.76,9890,380,1198,3461,4443,3849
8181,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",2005,"The Batman Chronicles, Vol. 1",en-US,3.99,9593,458,583,1821,2501,4298
8182,Eric Blehm,2012,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,unknown,4.53,7793,95,183,797,2312,6995
8183,Lisa Tawn Bergren,2011,"Waterfall (River of Time, #1)",en-US,4.04,15884,603,930,2970,5171,7354
8184,Rachel Joyce,2014,"The Love Song of Miss Queenie Hennessy (Harold Fry, #2)",eng,4.04,10730,164,549,2663,5956,4770
8185,Terry Brooks,2002,"Morgawr (The Voyage of the Jerle Shannara, #3)",eng,3.96,12797,94,636,3371,5070,4354
8186,Rosamunde Pilcher,1990,September,eng,4.12,12412,95,408,2683,5224,5377
8187,"Isaac Asimov, Bob E. Flick, Jim Gallant",1956,The Last Question,eng,4.58,11762,50,146,819,3039,8597
8188,"Saul Bellow, Luciano Bianciardi",1959,Henderson the Rain King,eng,3.79,11226,365,977,2946,4107,3533
8189,Erica Jong,1973,Fear of Flying,en-US,3.44,13061,715,1953,5003,4508,2753
